University Name,Category,Campuses,Contact Information,Website,Google Map URL,Latitude,Longitude,Image URL,Established Since,Sector,Chartered By,City,Province,Recognized University,Distance Education
"University of Makran, Panjgur",General,Mian Campus,"Panjgur District Panjgur, Balochistan-Pakistan Tel # 0092-855-642053 Email:  info@uomp.edu.pk",https://uomp.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3555.9950758422574!2d64.10027227450716!3d26.967055257754783!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3ec633bb363132cb%3A0x6c60de9e8ad331d8!2zVW5pdmVyc2l0eSBvZiBNYWtyYW4g2KzYp9mF2LnbgSDZhdqp2LHYp9mG!5e0!3m2!1sen!2s!4v1718865273096!5m2!1sen!2s,,,/english/universities/PublishingImages/University%20of%20Makran.jpeg,4/21/2024,Public,Government of Balochistan,Punjgur,Balochistan,Yes,No
University of Malakand,General,Malakand,"Chakdara, Dir, Lower, Malakand Khyber Pakhtunkhwa +92-945-763441",http://www.uom.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3281.418007178432!2d72.05868241475848!3d34.669398192402596!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dc0410fd8f6bd1%3A0xd9a1bdbac1a3aff4!2sUOM!5e0!3m2!1sen!2sus!4v1468705259836,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,10/27/2001,Public,Government of Khyber Pakhtunkhwa,Malakand,Khyber Pakhtunkhwa,Yes,No
University of Management & Technology,General,Lahore; Sialkot,"PO Box 10033, CII, Johar Town, Lahore. +92-42-35184790",http://www.umt.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3403.6541919946058!2d74.2910765146723!3d31.451185757702905!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39190143e0e99feb%3A0xf39379efff4dd86!2sUniversity+of+Management+%26+Technology!5e0!3m2!1sen!2s!4v1469022642137,,,/Style%20Library/HEC/images/umt02.jpg,6/16/2004,Private,Government of Punjab,Lahore,Punjab,Yes,No
University of Mianwali,General,Mian Campus,"University of Mianwali, Punjab Pakistan",https://umw.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3361.4165110111617!2d71.55527101471217!3d32.59508188102727!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x392717f50b2168a9%3A0xb7282e394b237e3a!2sUniversity%20of%20Mianwali!5e0!3m2!1sen!2s!4v1589438183945!5m2!1sen!2s,,,/english/universities/PublishingImages/University%20of%20Mianwali.jpg,12/13/2019,Public,Government of Punjab,Mianwali,Punjab,Yes,No
University of Modern Sciences,General,Mian Campus,"Tando Muhammad Khan, Sindh-Pakistan Tel # +92 22 3409562-67 Email: info@ums.edu.pk",http://ums.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3611.824443855357!2d68.53016751448324!3d25.14162544012377!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x394c3f8f7d46140f%3A0xe617250260590f8a!2sIndus%20Medical%20college%20%26%20Hospital!5e0!3m2!1sen!2s!4v1629112439915!5m2!1sen!2s,,,/english/universities/PublishingImages/TUMS.png,5/4/2018,Private,Government of Sindh,Tando Muhammad  Khan,Sindh,Yes,No
University of Narowal,General,Mian Campus,"University of Narowal College Road, Narowal, Pakistan +92-542-920049 info@uon.edu.pk",http://uon.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3380.0731495001196!2d74.87278641461955!3d32.09430862578863!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39195471296167bf%3A0x3c61f167a2c35788!2sUniversity%20Of%20Narowal!5e0!3m2!1sen!2s!4v1572932067566!5m2!1sen!2s,,,/english/universities/PublishingImages/University%20of%20Narowal.jpg,3/20/2018,Public,Government of Punjab,Narowal,Punjab,Yes,No
University of Okara,General,Okara,"2 KM Multan Road Renala Khurd By Pass, Okara- Punjab Pakistan Tel # 0092-44-2636060 Email: info@uo.edu.pk",http://uo.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3424.236853636243!2d73.59814211468841!3d30.880034481586015!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39180c51814c9403%3A0x5c8aa6eee561727c!2suniversity+of+okara!5e0!3m2!1sen!2s!4v1544595588306&quot;,,,/english/universities/PublishingImages/University%20of%20OKara.png,2/23/2016,Public,Government of Punjab,Okara,Punjab,Yes,No
University of Peshawar,General,Mian Campus; Peshawar,"Old Jamrud Road, Peshawar. +92-91-9216469",http://www.upesh.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3307.651790855957!2d71.48494741473993!3d34.00147672785195!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38d92de8c4cd1d21%3A0x56a608fc5c4c5df6!2sUniversity+of+Peshawar!5e0!3m2!1sen!2sus!4v1468705741257,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,6/4/1965,Public,Government of Khyber Pakhtunkhwa,Peshawar,Khyber Pakhtunkhwa,Yes,No
University of Poonch,General,Poonch,"B-65, Housing Scheme, Rawalakot (Azad Kashmir) +92-5824-960050",http://www.upr.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3313.7059256853827!2d73.77244061453982!3d33.84569373603518!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38e06bc100eec5a5%3A0x598138442c799865!2sUniversity+of+Poonch!5e0!3m2!1sen!2s!4v1468506391643,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,3/25/2014,Public,Government of AJK,Poonch,Azad Jammu & Kashmir,Yes,No
University of Sahiwal,General,Sahiwal,"University of Sahiwal, Farid Town Road, Sahiwal Punjab Pakistan Tel # +92-40-9200430, Fax # +92-40-9200430 Email: uosahiwal@gmail.com",http://www.uosahiwal.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d27456.089677834206!2d73.09785624723552!3d30.6618128421968!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3922b7fc5f65c751%3A0xb5f17e730625a55!2sUniversity+of+Sahiwal!5e0!3m2!1sen!2s!4v1547099801811,,,/english/universities/PublishingImages/University%20of%20Sahiwal.jpg,6/16/2015,Public,Government of Punjab,Sahiwal,Punjab,Yes,No
University of Sargodha,General,Sargodha,"Main Campus University Road, Sargodha. +92-48-9230170",http://www.uos.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3380.8109835415557!2d72.68166391468834!3d32.07436072678683!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x392177bfd683f3d5%3A0xa8090086de867b9d!2sUniversity+of+Sargodha!5e0!3m2!1sen!2s!4v1469022869927,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,11/16/2002,Public,Government of Punjab,Sargodha,Punjab,Yes,No
University of Science & Technology,General,Bannu,"Main Campus Township, Bannu. +92-928-633823, +92-928-633817-8",http://www.ustb.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3345.071193712872!2d70.69830271471352!3d33.02825477844063!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38d809746aecbe9f%3A0xf5b3af700222481!2sUniversity+of+Science+and+Technology%2C+Bannu!5e0!3m2!1sen!2sus!4v1468706063181,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,8/6/2005,Public,Government of Pakistan,Bannu,Khyber Pakhtunkhwa,Yes,No
"University of Sialkot, Sialkot",General,Sialkot,"University of Sialkot 01-Km, Main Daska Road, Sailkot Pakistan Tel # +92-52-3575518-21 Email: info@uskt.edu.pk",http://www.uskt.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3366.2893562168356!2d74.51207491478732!3d32.464951481067395!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x391ec1fa58d5be41%3A0x4798a62d873730fd!2sUniversity+of+Gujrat+(Sialkot+Campus)!5e0!3m2!1sen!2s!4v1526536803124,,,/english/universities/PublishingImages/University%20of%20Sialkot.png,3/20/2018,Private,Government of Punjab,Sialkot,Punjab,Yes,No
University of Sindh,General,Mirpur Khas,"Campus Rd, Jamshoro, Sindh +92-22-9213150, +92-22-9213155, +92-22-9213153",http://www.usindh.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3603.54898895049!2d68.26280981453462!3d25.41990332886803!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x394c79699805370b%3A0x269a508c0bc6a24b!2sUniversity+of+Sindh!5e0!3m2!1sen!2s!4v1468921246100,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,12/28/1972,Public,Government of Sindh,Mirpur Khas,Sindh,Yes,No
University of South Asia,General,Lahore,"47-Tufail Road, Lahore Cantt. +92-42-36672943, +92-42-366 50983, +92-42-36672942 +92-42-366 73394042, +92-42-36673701, +92-42-6672942",http://www.usa.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3400.682247749534!2d74.37598541467439!3d31.532886053679988!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3919050d90b4fac3%3A0xa46dbb2def95e45a!2sUniversity+of+South+Asia!5e0!3m2!1sen!2s!4v1469023064280,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,7/9/2005,Private,Government of Punjab,Lahore,Punjab,Yes,No
"University of Sufism and Modern Sciences, Bhitshah Sindh",General,Mian Campus,"The University of Sufism and Modern Sciences,  Bhit Shah, Sindh. Tel # + 92 22 2762415 Fax # + 92 22 2762415 Email: info@usms.edu.pk",http://usms.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3592.110967666632!2d68.48864811449678!3d25.799912913315648!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x394b9586abb445d9%3A0x4061300801f98168!2sUniversity+of+Sufism+and+Modern+Sciences!5e0!3m2!1sen!2s!4v1560253521798!5m2!1sen!2s,,,/english/universities/PublishingImages/University%20of%20Sufism-Bhitshah.png,5/22/2019,Public,Government of Sindh,Bhit Shah,Sindh,Yes,No
University of Swabi,General,Swabi,"Anbar Swabi, Ambar, KPK. +92-938-490238",http://www.uoswabi.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3305.5132735645034!2d72.40661161474135!3d34.056354424961874!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dee68ec7884235%3A0x80c153e228e7825b!2sUniversity+of+Swabi!5e0!3m2!1sen!2sus!4v1468706587479,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,7/3/2012,Public,Government of Pakistan,Swabi,Khyber Pakhtunkhwa,Yes,No
University of Swat,General,Swat,"G.T Road, Odigram, Swat, Khyber Pakhtunkhwa. +92-946-924 00060946, +92-946-724149",http://www.uswat.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3275.085550706711!2d72.35155421476291!3d34.82894148384775!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dc3d7a44b5d9b5%3A0xbd83e663a6a50841!2sUniversity+of+Swat!5e0!3m2!1sen!2sus!4v1468706989702,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,7/7/2010,Public,Government of Khyber Pakhtunkhwa,Swat,Khyber Pakhtunkhwa,Yes,No
University of the Punjab,General,Gujranwala; Jhelum,"Quaid-e-Azam Campus, Lahore. +92-42-99231098-9, +92-42-35840735",http://www.pu.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d601.3772122805939!2d74.30544654229887!3d31.499343382330203!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3919038ed36ab21b%3A0x8eac1492d48fba56!2sPunjab+University%2C+Lahore%2C+Pakistan!5e0!3m2!1sen!2s!4v1468931907343,,,/english/universities/PublishingImages/University%20of%20Punjab.jpeg,5/16/1973,Public,Government of Punjab,Lahore,Punjab,Yes,No
University of Turbat,General,Turbat,"Overseas Colony, Airport Road, Turbat Balochistan. +92-85-414498",http://www.uot.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3586.2851632160255!2d63.037614214546345!3d25.99147450539624!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3ec75874987de501%3A0xc54aeb99060ae3ee!2sUniversity+of+Turbat!5e0!3m2!1sen!2s!4v1468614933649,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,6/28/2012,Public,Government of Balochistan,Turbat,Balochistan,Yes,No
University of Veterinary & Animal Sciences,General,Jhang; Lahore,"Shaykh Abdul Qadir Jilani Roadd, Lahore 54000. +92-42-99211476, +92-42-99211374, +92-42-99211449",http://www.uvas.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3399.1082316938196!2d74.2973213146755!3d31.57607975154939!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39191cbcb1368ac1%3A0x975e1ca1dd8ee2ee!2sUniversity+of+Veterinary+and+Animal+Sciences!5e0!3m2!1sen!2s!4v1469023344164,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,6/8/2002,Public,Government of Punjab,Lahore,Punjab,Yes,No
University of Wah,General,Rawalpindi,"Quaid Avenue, The Mall. Wah Cantt. +92-51-4534993, +92-51-905522255, +92-51-905522256",http://www.uw.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3317.735984955999!2d72.78842591473273!3d33.74164254148228!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dfa6bade019e11%3A0x5eac7be020a9f19c!2sUniversity+of+Wah!5e0!3m2!1sen!2s!4v1469023955612,,,/Style%20Library/HEC/images/UW%20Front%20Gate-IMG_3161.jpg,7/8/2009,Private,Government of Punjab,Rawalpindi,Punjab,Yes,No
Virtual University of Pakistan,General,Badin; Ghotki; Hyderabad; Jhelum; Kachhi; Lahore; Muzaffargarh; Peshawar; Pishin,"M.A. Jinnah Campus, Defence Road, Off Raiwind Road, Lahore. +92-42-99203901",http://www.vu.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3405.513469609311!2d74.21079141467105!3d31.399976260219727!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3918ffd9933a7f83%3A0x5f4bbbe996f5e83e!2sVirtual+University+of+Pakistan!5e0!3m2!1sen!2s!4v1469024279050,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,9/11/2002,Public,Government of Pakistan,Lahore,Punjab,Yes,No
Women University Mardan,General,Mardan,"PO Box 1212, Canal Road Mardan, KP +937 871 416 pstovc@wumardan.edu.pk webmaster@wumardan.edu.pk",http://www.wumardan.edu.pk,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d13202.141967691985!2d72.0386569!3d34.183792!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x6294b484a1d1b202!2sWomen%20University%20Mardan!5e0!3m2!1sen!2s!4v1640772647168!5m2!1sen!2s,,,/english/universities/PublishingImages/Placeholder-Image-Content.png,1/1/2016,Public,Government of Khyber Pakhtunkhwa,Mardan,Khyber Pakhtunkhwa,Yes,No
Women University of Azad Jammu & Kashmir,General,Bagh,"Women University of Azad Jammu & Kashmir, Bagh Campus",https://www.wuajk.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3308.474131527947!2d73.76372831454383!3d33.98035342896382!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38e0666929141a51%3A0x6d8e4d4ffa7f486a!2sWomen+University+of+AJ%26K%2C+Bagh!5e0!3m2!1sen!2s!4v1468507601920,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,3/25/2014,Public,Government of AJK,Bagh,Azad Jammu & Kashmir,Yes,No
"Women University, Swabi",General,Mian Campus,"Guloo Dehri, Topi Road, Swabi +92-938-224222, +92-938-221138",http://www.wus.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d422723.2353816256!2d72.20155511509675!3d34.13290114244283!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38deef9bcc690047%3A0x6ace14edc7843a75!2sSwabi%2C+Pakistan!5e0!3m2!1sen!2s!4v1469171212950,,,/english/universities/PublishingImages/Women%20University%20Swabi.jfif,1/1/2012,Public,Government of Khyber Pakhtunkhwa,Swabi,Khyber Pakhtunkhwa,Yes,No
Zia-ud-Din University,General,Karachi,"4/B, Shahra-e-Ghalib, Block 6, Clifton, Karachi 75600. +92-21-35305451, +92-21- 35833674",http://www.zu.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3618.1281527271385!2d67.03924381452482!3d24.927703848699295!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33f9c9222bbc7%3A0xddac8402947a85c0!2sZiauddin+University!5e0!3m2!1sen!2s!4v1468921539457,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,12/13/2005,Private,Government of Sindh,Karachi,Sindh,Yes,No
